Student_ID,Name,Gender,DOB,Email,Address,PhoneNumber,Final_Score,Rating_class,Rating_teacher,Class_recommendation
438,Susan Munoz,Male,10/25/1997,rojasfrank@gmail.com,"674 Mills Knolls
East Seanhaven, CT 29345",2157374351211,5,4,5,False
439,Lisa King,Male,08/18/1990,ashleelewis@johnson-riggs.biz,"PSC 9719, Box 9976
APO AA 96198",2761497702217,5,5,3,True
440,John Gill,Male,01/06/2003,krivera@yahoo.com,"19631 Flores Summit
New Logan, ME 47096",9030931427820,7,4,1,False
441,Timothy Gallegos,Male,12/01/1991,samanthahubbard@gmail.com,"608 Michael Locks
New Jenniferberg, RI 38436",5466913768262,6,4,1,False
442,Lauren Brown,Male,03/30/1991,dwright@marshall-fry.org,"114 Oneal Center
East Jessica, OR 55015",0560408659218,9,3,4,False
443,Vanessa Guzman,Male,11/17/2011,bartletttimothy@yahoo.com,"998 Deborah Creek Apt. 867
New Andreahaven, TX 10613",1800517866101,5,2,3,True
444,David Humphrey,Female,09/11/1995,david02@yahoo.com,"83853 Liu Isle
East Lorimouth, DC 37715",4283816457120,8,1,1,True
445,Adam Ayers,Female,02/05/2010,uvalentine@yahoo.com,"664 Molina Fort
Crossport, CT 54176",4098435263737,3,1,3,True
446,Shawn Forbes,Female,04/09/2008,jcook@beck-miller.info,"502 Jones Rest
Hayesmouth, ID 84299",5202490038511,1,3,2,False
447,Troy Clark,Female,08/01/2005,cboyd@gmail.com,"611 Patricia Glens Suite 698
East Edwin, GA 51081",0900933199624,5,3,2,False
448,Julie Kelly,Female,05/30/2007,danielleellis@martinez-quinn.com,"664 Laura Plain Suite 116
Lewiston, DC 87562",9699491002240,6,4,5,False
449,Linda Cunningham,Female,07/30/2001,hicksmarcus@hotmail.com,"52837 Gregory Harbor
Castrotown, PA 20845",4826028673027,5,5,5,True
450,William Ortega,Female,09/18/2002,kaylafrazier@yahoo.com,"7727 Jon Mission
Port Brandon, KY 70105",3197273717256,2,2,2,False
451,Peter Aguirre,Female,08/27/1994,bondnatasha@yahoo.com,"09905 Stephanie View Suite 344
South Sandra, MO 01213",4817742319885,3,4,4,True
452,Miss Ashley Jones,Male,05/30/1990,terrisalazar@yahoo.com,"661 Flores Well
South Douglas, DC 08363",4133794675087,8,3,3,False
453,Denise Murray,Female,08/20/1997,xpittman@yahoo.com,"4813 Logan Run Apt. 818
East Darrell, IN 06935",2899027468673,2,3,1,False
454,Olivia Crawford,Male,04/24/2010,lmurphy@hotmail.com,"7663 Steven Parkway Apt. 894
Hudsonshire, NY 15104",5557285885640,1,3,4,False
455,Amanda Hoffman,Male,10/06/2011,jjones@ryan-allison.biz,"038 Cole Street
West Stephen, OH 48295",8197892121513,6,3,1,True
456,Charles Fuller,Male,11/12/1995,mark12@gmail.com,"683 Baker Port
Virginiastad, MS 74646",9192548810436,1,3,4,False
457,Michael Crawford,Female,04/21/2006,kvillegas@hotmail.com,"781 Vasquez Isle Suite 825
Brownstad, MA 23395",5154595251817,6,1,1,True
458,Gabriella Martinez,Female,06/09/1998,kristen94@hughes-miller.com,"199 Jimmy Divide
Perkinsmouth, MN 33486",9211150031416,8,4,2,False
459,Robert Mason,Female,07/09/1997,kristine54@perkins.com,"3688 Jacqueline Burgs
Rodriguezfurt, NY 17354",8801247216113,3,5,1,False
460,Mary Carter,Female,10/19/2008,michaelfisher@hotmail.com,"27838 Christine Street
West Matthew, IA 57856",0475504825965,5,1,1,True
461,Kelly Dodson,Female,10/05/1998,moralesnatasha@yahoo.com,"650 John Burg Suite 666
Andersonside, AK 62657",6605705942778,4,1,4,False
462,Teresa Leon,Female,05/04/1992,morsemark@gmail.com,"05688 Anne Islands Apt. 818
North Juan, DC 31798",5501569326458,6,3,5,True
463,Kristina Sanders,Male,05/10/2007,ismith@anderson-paul.com,"USNV Johnson
FPO AA 03817",1599278775839,1,3,3,False
464,James Medina,Male,05/11/2007,leah90@hotmail.com,"110 Jessica Islands Apt. 034
Jordanborough, VT 06507",7990166107094,9,4,4,True
465,Michael Cain,Female,09/11/2011,laura15@williams.info,"999 Johnson Road Apt. 496
Williamsville, MT 08591",7913856516074,6,2,4,True
466,Stephanie Elliott,Female,04/25/2007,lisaevans@thomas.com,"840 Finley Plain
South William, WI 34010",3430137466203,7,3,4,True
467,Ashley Mcgee,Male,06/07/2011,sheryl79@hotmail.com,"Unit 4384 Box 2077
DPO AA 46853",2533801914896,8,4,3,True
468,Donald Williams,Male,08/13/2002,ibarnes@carr-hahn.info,"825 Jessica Manors Suite 132
Jenniferland, IL 89053",0702254097406,7,1,4,True
469,Richard Moore,Female,09/03/1989,bakertara@francis-norris.com,"1977 Pacheco Overpass Apt. 895
New Paulaport, WA 90515",0127996179810,8,1,1,False
470,Cindy Simmons,Male,02/17/2003,tranjames@parker.com,"212 Stewart Camp
Perezfort, MS 48038",6850530572438,5,4,5,True
471,Dawn Simmons,Female,10/19/1999,susan86@hotmail.com,"011 Reginald Ridge Apt. 314
Jonathanport, LA 81383",8578750934951,1,1,3,True
472,John Mann,Female,08/17/2001,ashleyphillips@hill.net,"4734 Thompson Track Apt. 977
Brooksburgh, MS 25445",7561773379255,5,1,5,True
473,Darryl Kelly,Female,10/03/1993,thomas79@yahoo.com,"1240 Robertson Estate Apt. 868
Port Danielle, IA 09826",2807149801199,3,3,4,True
474,Linda Olson,Female,04/27/1998,larsenandrew@gmail.com,"6416 Beasley Fort
Andrewstad, TX 57081",5681221855218,7,3,2,False
475,Anthony Robertson,Female,10/16/2001,wmartin@wilson.biz,"325 Nelson Burg
Brownborough, OK 19690",5763073526179,10,3,1,True
476,Nicole Kramer,Male,12/22/2000,nicholas22@spencer.biz,"244 Megan Union Apt. 253
East Apriltown, NY 31880",3498916778941,1,5,3,True
477,Edward Levine,Female,01/18/2006,anthony65@mcdonald.net,"5450 Alexander Park Suite 741
North Nancy, AR 85212",6077856504825,3,4,5,True
478,Sara Smith,Male,01/28/2005,pwilliams@davidson.com,"558 Glass Mountains
Phillipsberg, PA 33600",4945536606527,7,5,2,True
479,Timothy Cardenas,Male,06/04/2003,dianaadkins@harvey.com,"401 Mccarthy Forest
South Theresa, WA 09496",5268323058205,8,2,1,False
480,Benjamin Flores,Female,04/15/1994,judith78@hotmail.com,"020 Melissa Plains Suite 152
Sherryville, MD 06921",9005213125459,7,2,4,False
481,James Armstrong,Female,12/10/2009,zray@hotmail.com,"140 Melissa Squares
Dunnport, LA 56297",8270601355393,4,1,3,True
482,Christina Glover,Male,01/21/1998,qnelson@hotmail.com,"955 Wilcox Junction Apt. 631
South Natalieville, IA 83754",8798482277419,7,5,4,True
483,Betty Taylor,Male,05/21/2005,patriciaholder@yahoo.com,"85088 Brown Park
Lake Jamesberg, IA 95146",4104916169082,9,5,4,False
484,Brian Lee,Male,10/06/2005,traceycline@fields.com,"72600 Mejia River
Bradleyville, RI 92813",1860914586818,2,3,1,False
485,Shelly Erickson,Female,08/22/2004,brookslisa@atkins-weiss.com,"PSC 6303, Box 2139
APO AE 37847",9713277519631,8,3,4,False
486,John Melendez,Male,01/20/2009,xlane@hotmail.com,"83655 George Crossing
North Louis, TX 76482",9713587571320,3,3,2,False
487,Jason Freeman,Female,01/05/2001,ksanders@lucas-mitchell.com,"1814 Lee Roads
North Margaretburgh, SD 37835",1181045881492,4,5,5,False
488,James Sanders,Female,05/31/1998,keith77@gmail.com,"8572 Charles Passage Suite 850
Rachelland, OH 29622",0564524926662,1,4,2,True
489,Marcus Wright,Male,03/05/2009,jjohnson@yahoo.com,"08819 Shields Neck
North Brandonland, WY 49001",4700466055373,4,2,1,False
490,Christopher Harper,Female,07/21/1995,edwin65@gmail.com,"95796 Samuel Views
South Shawn, RI 25940",2796758516562,4,3,2,True
491,Angela Murphy,Male,10/29/1993,ahendricks@yahoo.com,"09830 Tara Drive
New Christina, IA 31940",8476928048165,3,1,2,True
492,Troy Brown,Male,11/09/1993,brianbarton@jimenez.net,"394 Virginia Mountains Suite 796
South Thomasland, HI 31305",5715820618903,7,3,2,False
493,Mandy Moore,Female,01/30/2008,john64@yahoo.com,"Unit 5330 Box 2427
DPO AE 90666",2271147677645,2,5,1,True
494,Kevin Gordon,Female,11/10/2004,pcolon@hotmail.com,"7417 Hamilton Way
North Emily, WY 61072",8753107290583,7,2,3,False
495,Abigail Snyder,Female,12/13/2011,lscott@yahoo.com,"966 Lynch Parkway
Hooverton, RI 77272",1072793658476,7,1,5,False
496,Wendy Jackson,Male,12/19/2009,williamsjoseph@yahoo.com,"6936 Murphy Meadow
Garyview, IA 30286",8974792340205,9,2,1,False
497,Timothy Trevino,Female,02/29/1992,jermaine39@carter.com,"73722 Caleb Plains Suite 213
Fisherbury, NC 30633",2091969341682,4,2,4,True
498,Crystal Weber,Female,09/09/1989,stephanieleblanc@yahoo.com,"76678 Crystal Vista
Michaelfort, NV 87418",2358168918727,1,5,1,True
499,Ronald Leonard,Female,03/25/1997,ningram@rivera.info,"Unit 6493 Box 7588
DPO AA 01264",0057459493811,1,5,4,False
500,Andrew Owens,Female,02/04/1998,michaelarnold@silva.com,"486 Priscilla Spring Suite 939
North Donaldfurt, WI 38202",6900051265884,8,2,1,True
501,James Wiley,Male,09/27/1997,josephcollier@yahoo.com,"05680 Barber Rue
Cheyennefurt, MT 33160",5194837500222,9,3,2,True
502,Kimberly Vega,Female,01/22/2010,ealexander@beasley.net,"5316 Kirk Lake
Vasquezville, MD 59482",8290619175119,10,3,1,False
503,Brittany Dillon,Male,07/09/2000,kcarr@hotmail.com,"5611 David Plain Apt. 686
Rachelview, NJ 84938",5246058789007,5,4,1,True
504,Ashley Brown,Female,07/04/2002,scottshelly@yahoo.com,"307 Johnson Locks
North Coryburgh, MN 39240",9788029652966,5,4,2,True
505,Tara Wallace,Male,07/05/1999,munozcody@gmail.com,"USS Delgado
FPO AP 62613",7757850116799,8,5,1,False
506,Ronald Sharp,Male,01/31/2009,patriciaheath@smith.com,"26988 Ramos Fall
West Megantown, FL 18197",3386909552034,6,1,3,True
507,Brian Taylor,Female,03/17/2009,bsampson@yahoo.com,"9112 Scott Turnpike
Wrightbury, ME 98059",6082563756536,2,4,2,False
508,Yvette Oconnor,Female,12/03/1994,walter66@blanchard-lloyd.com,"852 Hurst Port Apt. 949
East Davidhaven, AK 20330",9078713573379,2,3,1,True
509,Christina Edwards,Male,09/21/2002,jdiaz@yahoo.com,"1445 Cheyenne Bridge
Lyonsport, AK 73500",7970584154320,2,3,3,False
510,Charles Dickson,Male,02/06/2008,grasmussen@gmail.com,"7952 Erika Mill Suite 459
Lamberthaven, AR 29502",0871624684434,3,5,3,False
511,Mark Allen,Male,05/09/1998,jessicamiller@moran.net,"358 Pamela Spur Apt. 706
Amyland, LA 69320",4417304642677,5,5,4,False
512,Randy Edwards,Male,10/29/1998,johnsoncurtis@wright.com,"60177 Micheal Villages
Christinafurt, KS 48533",3961536410328,1,4,3,True
513,Ricardo Anderson,Male,03/19/2002,wspencer@jackson.com,"27204 Bruce Fall Suite 356
West Benjamin, KS 82094",6929963619986,5,1,1,False
514,Jessica Montgomery,Male,01/11/2000,logan62@beck.com,"18341 Alvarez Coves Suite 763
Garychester, RI 71949",5943864210259,7,2,3,False
515,Kristen Lopez,Male,04/22/2001,halldominique@smith.com,"64624 Robert Course
Shafferland, NE 37820",0149500225472,4,1,5,False
516,Johnny Brown,Male,11/17/1999,matthewsnyder@miller-may.com,"672 Smith Hollow
Elizabethhaven, ND 61228",5912324691654,4,2,2,True
517,Amy Owens,Female,04/11/1990,flemingelizabeth@yahoo.com,"73107 Samantha River
Loganshire, NJ 21198",9613627547157,3,2,1,True
518,Marco Dean,Male,12/23/2008,myerssamantha@madden.com,"39603 Joseph Trail
New Stephen, IL 24167",8556530810689,6,2,3,True
519,Robin Taylor,Female,09/01/1991,zcolon@moreno.com,"02303 Elliott Harbors
Port Lukemouth, PA 15555",7887052113784,7,1,2,True
520,April Wyatt,Male,07/09/1992,dawn72@brown.biz,"317 Khan Isle
North Paulville, HI 13220",5684614448099,4,4,5,False
521,Victoria Vaughan,Male,07/18/2011,kramersandra@hotmail.com,"685 Melissa Islands
Claytonfurt, IA 89824",8075274474449,2,3,4,True
522,Emily Garrison,Male,12/18/2009,alicebrennan@gmail.com,"519 Stephanie Walks
Jeanville, MO 18024",0367960745888,3,5,1,False
523,Ronald Bowen,Male,12/22/2000,zhensley@long.info,"1779 Brittney Field
Meganhaven, WA 82718",6225467816253,6,5,2,False
524,Daniel Cook,Female,09/23/1991,jonathan09@hotmail.com,"179 Hood Springs Suite 576
Mccoymouth, MN 11764",8130704937037,3,5,3,False
525,Jacob Craig,Female,09/29/1989,joshuanorris@moore-kim.com,"98423 Daniel Throughway
Marshallport, NC 99235",8587635696434,7,2,3,True
526,Jeffrey Baker,Female,08/16/1998,diana03@brock.net,"51835 Christine Ferry
New Christinabury, AR 04221",4168157426499,8,4,3,False
527,Anthony Brown,Male,02/07/2001,tanner85@hotmail.com,"Unit 6014 Box 0186
DPO AP 66128",0340132930103,1,4,3,False
528,Mark Rogers,Female,04/08/1998,danielle51@williams.info,"Unit 2292 Box 3395
DPO AE 05957",8069365728187,2,1,5,True
529,Ryan Walker,Female,12/13/2011,hoodjoshua@mccarty-thomas.net,"8661 John Pike Apt. 166
Port Jennifermouth, NJ 67066",5560016978244,1,3,3,True
530,Cynthia Cunningham,Male,07/24/2005,kylewilliams@johnson.com,"520 Bryant Club
Crystalland, WV 52486",3583647679589,7,4,1,False
531,Nicholas Mcguire,Male,02/25/2008,rbarber@gmail.com,"097 Sullivan Plain
Lake Bryce, NM 54923",2977947846145,9,2,1,True
532,Jorge Thompson,Male,02/03/1992,oliviashah@rosales.com,"182 Veronica Lodge Apt. 315
Valentineshire, MS 24867",0735994970618,10,2,1,False
533,Michael Jones,Male,06/26/1989,andrewyang@rosario.biz,"Unit 9980 Box 3232
DPO AA 21084",0507360807138,2,1,5,True
534,Christina Baker,Female,07/28/2007,millerkatie@gmail.com,"434 April Harbor
Michaelside, MT 75544",3383950885130,4,5,3,True
535,Brian Hale,Male,08/17/2010,heathermartinez@hotmail.com,"81082 Smith River Apt. 055
Christinaside, RI 45278",4089064009955,3,4,3,False
536,Leah Beltran,Female,11/23/1999,hpacheco@hotmail.com,"070 Lawrence Mall
Jamesmouth, MS 32315",6231320703970,3,1,2,True
537,Andrea Snyder,Female,07/19/1993,ohensley@hotmail.com,"7842 Daniel Crossroad Apt. 106
West Josephburgh, GA 42567",0313835676806,5,3,1,False
538,Jordan Ford,Male,11/10/2011,reynoldsjon@hudson-johnson.net,"255 Nicole Corner Apt. 806
Toddstad, GA 25745",8584826965409,7,5,3,True
539,Gabriel Mata,Male,10/17/2002,martinwise@logan.com,"17901 Christopher Divide Suite 701
Jonesfort, NH 60915",8099408929563,7,3,1,True
540,Karen Conley,Female,05/10/1991,colejennifer@hotmail.com,"868 Mccarthy Terrace
Andrewberg, ND 33056",2006376261108,3,2,4,False
541,Katrina Decker,Male,04/24/1993,michelle17@hotmail.com,"3018 Ashley Spur
West Stevenport, ND 50453",3094291388320,6,3,5,True
542,Joshua Anderson,Female,07/28/2004,christian33@hotmail.com,"59314 Ortiz Road
Castromouth, GA 46973",8442591779137,10,3,1,False
543,Michael Simpson,Male,08/22/2007,lindadavis@davidson-howard.com,"590 Mathew Estate Apt. 961
North Stevenville, NM 31072",4807817232074,3,1,5,True
544,Jennifer Martin,Male,06/13/2010,ucarson@yahoo.com,"17504 Linda Brooks Apt. 634
Port Jennifer, AR 41896",6744212175750,10,2,4,False
545,Gary Walton,Female,12/31/1995,kristinmiller@yahoo.com,"7664 Sellers Flats Suite 892
West Mariaburgh, OR 80150",5524153350117,7,3,4,False
546,Darrell Lozano,Female,07/17/1998,ethan11@manning.com,"941 Gregory Roads Suite 610
Robertsonland, NE 42196",7079622739713,6,3,3,True
547,Nicole Hall,Male,07/28/2000,rebeccabutler@wallace.com,"849 Luna Freeway Suite 175
Port Jacquelineborough, MI 58682",1613515380064,6,1,3,True
548,Clinton Gibson,Male,05/08/1993,murphypaul@hotmail.com,"942 Stevenson Landing
Johnside, IL 66752",9311730272285,9,4,4,False
549,Daniel Soto,Male,10/30/2004,johnsonbrian@bishop.org,"084 Jesus Ramp
Sheppardville, NV 28573",9189943676612,4,4,3,True
550,Paul Johnson,Female,08/08/2010,andersonangela@gmail.com,"95357 Davis Hills Suite 216
North Monica, SD 85962",3263883458196,2,5,4,True
551,Terry Jones,Female,05/26/2003,alexis57@hotmail.com,"48605 James Underpass Suite 499
Griffinchester, MS 05980",9070633594128,8,3,1,False
552,Joseph Snow,Female,04/19/1997,hesstamara@yahoo.com,"3305 Knight Port
New Tinabury, NC 05710",3536422480664,2,5,1,False
553,Christopher Miranda,Male,08/02/2010,qhill@smith.com,"30277 Joseph Harbors Apt. 809
Lake Adammouth, MD 38586",5389824763116,2,4,2,False
554,Stephanie Washington,Female,01/02/1992,alecdavis@gmail.com,"927 Tara Meadows Suite 568
Alexchester, GA 63900",1534337861051,6,5,5,False
555,Emily Owens,Male,04/10/1995,martinezpatricia@gmail.com,"1361 Erin Pike Suite 891
New Karenport, IN 11546",5165180109224,7,5,3,False
556,Stephanie Erickson,Female,04/08/2004,andreajohnson@white.org,"755 Katrina Hill Suite 203
East Johnport, GA 39605",3728386222366,8,4,4,True
557,Terri Patel,Female,11/09/2001,yhardy@yahoo.com,"PSC 6223, Box 9377
APO AE 43544",0225632651793,4,2,1,False
558,Kyle Smith,Female,11/15/2002,jeffreyhill@mullins-mccormick.net,"81330 Brandt Mountain Suite 885
South Jill, FL 22982",3803529283182,1,5,4,True
559,Joseph Miles,Male,05/10/1996,buckleyjoseph@barnes.com,"PSC 2259, Box 5464
APO AA 12991",1542918947632,8,1,4,False
560,Jeffrey Fields,Male,03/16/1997,hilleduardo@simpson-sampson.info,"75640 Tate Course
Port Paul, VA 30800",4186748998442,1,3,4,True
561,Cynthia Williams,Female,06/14/2010,david19@gmail.com,"USS Armstrong
FPO AP 43618",9761168523110,5,4,1,True
562,Susan Scott,Female,06/21/1991,sbrooks@harris.com,"3367 Anderson Estates
Port Christopher, AR 65657",9456584167219,5,3,4,True
563,Jessica King,Female,10/21/1994,gary25@sawyer-ellis.net,"045 Brenda Cliffs Apt. 920
Hillshire, CT 71291",1793708132029,7,1,5,False
564,Catherine Carroll,Female,08/10/1990,robinsonkimberly@hotmail.com,"92218 Christopher Brook
Floresville, KY 36080",8489413379615,10,3,3,False
565,Jordan Brown,Female,01/02/1989,cruzjoshua@johnson-rivas.info,"14663 Curry Knolls
Lake Tonyamouth, AL 99532",5457409212188,9,2,2,False
566,Stephanie Lewis,Female,02/08/1992,jill36@gmail.com,"249 Elizabeth Cove
Brendaview, SC 07847",3829284759369,10,2,4,False
567,James Christian,Female,03/16/1997,noah98@yahoo.com,"53853 Galloway Walk Apt. 157
East Tyler, MI 08885",0400094097326,7,4,1,True
568,Mrs. Barbara White,Female,06/26/1989,cookkaren@gmail.com,"89696 James Expressway
West Allisonborough, CO 97231",3553934650430,9,3,3,True
569,Sonya Anderson,Male,05/11/2000,brandon66@ferguson-cook.com,"743 Isaac Neck Apt. 620
North Amanda, AK 06332",3953546862129,5,4,4,True
570,Amber Morrison DVM,Male,03/10/2005,sototina@snyder-beck.net,"787 Patricia Mews
Longburgh, NY 26074",0030479430701,10,4,4,True
571,Derek Pearson,Male,09/25/1989,davidchapman@washington.com,"48454 Dustin Prairie
Kimberlyport, AZ 97248",6040233718238,8,5,4,True
572,Andrea Thomas,Male,06/28/1996,pevans@evans.info,"Unit 4466 Box 1819
DPO AP 22078",5615340904646,5,1,1,False
573,Krista Hall,Male,02/08/2011,robertparker@hotmail.com,"7442 Stafford Cliff Suite 307
Valerieville, AL 52651",3411945264554,4,2,4,False
574,Donna Dixon,Female,02/23/2006,michellejohnson@yahoo.com,"54483 Destiny Drive Apt. 111
Joneschester, ME 83645",4081054668887,4,4,5,True
575,Christine Williams,Female,07/22/2004,christopher46@henderson-henry.com,"56835 Michael Road Suite 633
South Christopherburgh, CA 00688",5007355272602,8,4,1,False
576,Julian Hill,Female,06/01/2005,burtonchristina@yahoo.com,"155 Jennifer Fall Apt. 439
North Rodney, NH 43238",7719967043165,10,1,2,True
577,Matthew West,Female,12/26/2004,qcosta@anderson.org,"1287 Russell Highway
Joannaville, AL 68571",9302061318488,7,4,4,True
578,Nancy Cook,Male,06/14/1992,kendra64@yahoo.com,"806 David Rapids
North Amber, NE 21642",7319016243433,7,4,3,True
579,Nancy Brown,Female,12/17/1996,zmccullough@hotmail.com,"90438 Jones Summit Suite 751
Hammondmouth, MA 75609",0888887008489,2,4,4,False
580,Douglas Mills,Male,11/29/1993,gallowayjeremy@peck.com,"544 Fernandez Way
Wrightburgh, IA 67126",2051518514644,10,3,3,True
581,Samantha Haney,Male,04/21/1997,alex63@adams-bush.com,"35548 Laura Walks Apt. 182
Lake Heather, TN 45696",5555644165905,6,5,5,False
582,Michael Banks,Male,03/08/2002,lisa36@shah.com,"1623 Thomas Springs Apt. 962
Jamesfurt, WY 58936",9416488005819,10,2,1,True
583,Steven Anderson,Female,11/07/1996,areed@yahoo.com,"9428 Veronica Drive Apt. 529
Paulshire, WI 57467",8463147536512,2,2,3,True
584,Dana George,Female,05/28/1999,paul13@yahoo.com,"7941 Christopher Estate
West Melissaborough, CO 27868",3282750119362,6,5,2,True
585,Stacy Sanchez,Male,05/28/2005,greenedward@mitchell.org,"2027 Brenda Oval Suite 644
East Robert, AZ 99054",5733319850766,3,5,3,True
586,Amy Lozano,Male,07/05/1995,rodriguezamanda@gmail.com,"69512 Bryan Square Suite 401
Lake Kevinshire, HI 07115",5724732559885,6,5,4,False
587,Linda Houston,Male,02/29/2000,baileykent@peterson.org,"0488 Carter Orchard Suite 070
Port Keithside, TN 19257",6869953532631,8,3,4,True
588,Katherine Green,Male,05/21/2010,zchang@yahoo.com,"94176 Jackson Key
Briggsberg, UT 10031",2504031447840,3,2,3,False
589,Lisa Stone,Male,07/10/2001,ricestacy@gmail.com,"Unit 1201 Box 0536
DPO AA 18245",2389990678181,6,5,1,False
590,Lance Morris,Female,02/08/1994,joannepatterson@yahoo.com,"169 Nicole Streets Apt. 677
Lake Wesleychester, CO 19484",5402118472013,8,2,1,True
591,Cynthia Sanchez,Male,02/18/1997,gjohnson@hotmail.com,"USCGC Williams
FPO AP 28610",1375585114380,7,5,4,False
592,Christina Torres,Female,01/23/2009,thomascohen@hotmail.com,"85427 Silva Prairie
Ericaport, CT 60130",1078744281888,3,4,1,True
593,Amanda David,Female,02/16/2008,donna99@montgomery.com,"96665 Stein Track
Patriciaborough, NE 78821",4936196192489,8,4,3,False
594,Chad Barber,Female,07/10/1997,krose@smith-torres.com,"PSC 3148, Box 6773
APO AA 80752",4196611731439,4,2,4,True
595,Jennifer Ellis,Female,08/11/2000,christopherjohnson@morales-riley.com,"64812 Sullivan Squares Suite 261
South Vincent, AK 45540",6713262489151,10,2,3,False
596,Daniel Turner,Male,03/30/2008,yatesvictoria@yahoo.com,"385 Cody Light
New Vicki, MS 93346",6890097810745,4,1,4,False
597,Michelle Key,Female,09/24/2001,stacymoore@hotmail.com,"Unit 5604 Box 0683
DPO AP 97817",7561095326184,6,3,4,False
598,Cheryl Wright,Female,09/13/1999,fjones@bell.com,"124 Tina Dale
Port Daniel, AL 96013",9508320777134,5,5,4,False
599,Deborah Evans,Female,04/14/2003,sharonhernandez@yahoo.com,"81833 Tracy Gateway
Turnerfurt, NV 97553",2614853005107,7,2,5,False
600,Cheryl Washington,Male,05/30/1995,zhull@moore.info,"504 Lindsey Neck
Kevinshire, CO 12800",3615109453748,9,4,2,False
601,Natasha Myers,Female,01/30/1995,richard85@blake.com,"020 Zavala Curve Suite 925
Newtonmouth, ME 57717",3402951961518,5,1,4,False
602,Thomas Novak,Female,08/22/1993,tjohnston@davis.info,"341 Russell Points
Sanchezburgh, MS 31734",8175697060319,3,3,5,True
603,David Campbell,Male,04/11/2008,zfernandez@yahoo.com,"4550 Rebecca Manor
Jeremymouth, VA 25608",2415889929444,9,5,5,True
604,Rebecca Gray,Female,04/06/1995,kjones@benjamin.com,"482 Jordan Brook
West Robinfurt, UT 39004",2649163942329,8,2,5,False
605,Richard Williams,Female,05/29/1989,joespencer@yahoo.com,"11119 Ramirez Route
West Rebekahton, MA 82967",7535290888284,7,3,4,True
606,Laura Stewart,Female,07/14/1989,amanda45@guerrero-turner.com,"USS Maldonado
FPO AP 22281",4737607715801,1,3,5,False
607,Christina Harrell DDS,Female,03/25/1993,pboyd@williams.com,"Unit 9797 Box 3284
DPO AP 50492",9925865152761,7,1,1,True
608,Stacey Daniels,Female,05/10/2011,bonnie49@allen.com,"6414 Joseph Mission Apt. 945
Jenniferton, MD 71767",6339000163772,5,3,3,False
609,Susan Soto,Female,03/30/2010,jeremiah47@gmail.com,"8537 Jessica Hollow Apt. 945
Acostaburgh, OH 42645",7935155745052,9,4,1,True
610,Darryl Rowland,Female,06/03/2005,haroldmoore@diaz.biz,"PSC 6781, Box 4073
APO AE 92765",9187249389109,8,1,2,False
611,Thomas Taylor,Male,12/31/2010,drivera@hotmail.com,"5288 Campbell Junction Suite 623
Dickersonville, VT 48659",1428422348249,4,5,1,True
612,Jamie Terrell,Female,03/22/2009,thompsoncatherine@gmail.com,"0420 Parsons Row
Port Andrew, NM 35095",6171470753030,4,1,5,True
613,Mr. Bradley Nguyen Jr.,Female,05/12/1992,markwheeler@willis-reynolds.info,"2287 Bradley Squares Apt. 074
New Morganchester, DC 53262",6103768654526,3,2,4,False
614,Debra Miller,Male,11/06/1999,michael74@hotmail.com,"0441 Davis Pine
Patricialand, OK 06230",3949635646232,1,5,2,True
615,Jason Smith,Male,04/13/2006,christopher31@hill.com,"71773 Castillo Ferry Apt. 928
North Gabrielshire, AZ 54876",3660974066432,8,3,5,True
616,Stephanie Wilson,Male,08/11/2001,millermary@gmail.com,"5664 Duke Wall
Washingtonshire, GA 36856",9862507279884,1,2,4,True
617,Matthew Lee,Male,10/24/1990,jessicahoffman@gmail.com,"658 Kathryn Passage Suite 460
Velazquezton, NY 98662",5342344524920,9,4,4,True
618,Sharon Johnston,Male,07/22/2008,wrocha@mccall.org,"719 Mcbride Causeway
Boothmouth, MI 37412",0151312268286,6,1,3,False
619,Gabriel Smith,Female,07/29/1998,jermaineruiz@yahoo.com,"5275 Melanie Ridges
West Steven, DC 91752",1978665322169,6,3,2,False
620,Jason Santos,Male,04/17/1994,jessicajuarez@scott.biz,"05997 Hayes Crescent Apt. 559
Stephaniechester, IA 58596",8581110200036,7,5,1,False
621,Laurie Woods,Female,07/13/2011,fjohnson@hale-walker.net,"36276 Prince Village Apt. 997
Lake Janetown, MA 87915",0920554757610,9,2,1,True
622,Maurice Moore,Female,03/25/2009,hmcguire@gmail.com,"1359 Melissa Orchard
South Ryanhaven, VT 26660",9245220227223,6,3,1,True
623,Brittany Martinez,Male,07/17/1997,ericclark@lawson-howell.com,"387 Hector Islands Suite 491
West Johnton, WY 22719",8242857390699,8,1,5,False
624,Veronica Sandoval,Male,09/08/2005,porterkaylee@gmail.com,"58899 Villa Center
Harrisshire, NJ 56650",8116887999931,4,1,4,True
625,Amanda Smith,Male,04/03/2005,christopher54@nelson.biz,"0017 White Junction Apt. 429
West Ronald, ID 08789",2270976839587,9,3,2,True
626,Mark Garcia,Male,03/13/1993,lauriehull@warner.net,"375 Evans Locks
North Stacy, TN 76366",7615252087605,2,2,3,False
627,David Gonzalez,Male,02/01/1999,ktaylor@savage.com,"51762 Charles Terrace
Evanshaven, GA 90345",5789856723115,6,5,5,True
628,Danielle Golden,Male,02/11/2004,aaron25@yahoo.com,"32104 Baldwin Way
Wilsonport, NC 41269",5008763677684,5,4,3,True
